customer_key,customer_number,customer_name,age,age_groups,customer_segment,total_orders,total_sales,avg_order_value,avg_monthly_spend,total_quantity,total_products,recency,last_order_date,lifespan
10413,AW00021412,Jordan Alexander,46,40-49,New,1,60,60,60,2,536,156,2013-02-05,0
10414,AW00021413,Dalton Robinson,47,40-49,New,1,15,15,15,2,399,152,2013-06-24,0
10415,AW00021414,Aaron Butler,47,40-49,New,1,15,15,15,2,399,146,2013-12-26,0
10416,AW00021415,Sydney Sanchez,46,40-49,New,1,50,50,50,3,643,148,2013-10-11,0
10417,AW00021416,Ryan Butler,41,40-49,New,1,1155,1155,1155,2,380,148,2013-10-21,0
10418,AW00021417,Gabrielle Torres,46,40-49,New,1,1155,1155,1155,2,376,148,2013-10-21,0
10419,AW00021418,Alicia Chapman,62,50 And Above,Regular,2,4660,2330,245,3,531,149,2013-09-23,19
10420,AW00021419,Gilbert Ma,55,50 And Above,New,1,65,65,65,3,647,153,2013-05-22,0
10421,AW00021420,Isabella Carter,58,50 And Above,New,1,79,79,79,3,692,148,2013-10-30,0
10422,AW00021421,Ashley Ross,58,50 And Above,New,1,100,100,100,4,892,151,2013-07-22,0
10423,AW00021422,Karen Wood,64,50 And Above,New,1,1184,1184,1184,4,952,147,2013-11-02,0
10424,AW00021423,Connor Adams,63,50 And Above,Regular,2,2888,1444,240,5,1053,149,2013-09-14,12
10425,AW00021424,Emily Alexander,53,50 And Above,New,1,1170,1170,1170,2,381,148,2013-10-09,0
10426,AW00021425,Carlos Hall,65,50 And Above,New,1,10,10,10,1,104,151,2013-07-07,0
10427,AW00021426,Jon Raje,64,50 And Above,New,1,1149,1149,1149,3,708,148,2013-10-17,0
10428,AW00021427,Kelly Foster,64,50 And Above,New,1,1155,1155,1155,2,376,147,2013-11-28,0
10429,AW00021428,Jada Brooks,64,50 And Above,New,1,1155,1155,1155,2,376,147,2013-11-22,0
10430,AW00021429,Isabella Sandberg,48,40-49,New,1,1174,1174,1174,2,408,146,2013-12-18,0
10431,AW00021430,Savannah Morgan,88,50 And Above,New,1,74,74,74,4,879,149,2013-09-14,0
10432,AW00021431,Preston Kapoor,50,50 And Above,New,1,57,57,57,2,418,146,2013-12-26,0
10433,AW00021432,Melanie Ward,55,50 And Above,New,1,15,15,15,2,399,155,2013-03-06,0
10434,AW00021433,Gerald Martinez,50,50 And Above,New,1,69,69,69,3,676,150,2013-08-19,0
10435,AW00021434,Isabella Smith,55,50 And Above,New,1,1183,1183,1183,3,574,146,2013-12-26,0
10436,AW00021435,Connor Alexander,50,50 And Above,New,1,1170,1170,1170,2,382,146,2013-12-18,0
10437,AW00021436,Brandi Serrano,53,50 And Above,New,1,1193,1193,1193,5,1013,146,2013-12-26,0
10438,AW00021437,Whitney Sara,58,50 And Above,New,1,1136,1136,1136,4,792,146,2013-12-23,0
10439,AW00021438,Edward Price,59,50 And Above,New,1,561,561,561,2,414,157,2013-01-10,0
10440,AW00021439,Thomas Clark,53,50 And Above,New,1,540,540,540,1,127,157,2013-01-06,0
10441,AW00021440,Ian Morgan,59,50 And Above,New,1,563,563,563,4,694,158,2012-12-29,0
10442,AW00021441,Edward Nelson,73,50 And Above,New,1,7,7,7,2,548,145,2014-01-13,0
10443,AW00021442,Savannah Cook,73,50 And Above,New,1,15,15,15,2,399,156,2013-02-11,0
10444,AW00021443,Zoe Morgan,79,50 And Above,New,1,50,50,50,3,644,156,2013-02-26,0
10445,AW00021444,Blake Lopez,78,50 And Above,New,1,23,23,23,3,567,153,2013-05-25,0
10446,AW00021445,Madeline Evans,78,50 And Above,New,1,114,114,114,4,937,156,2013-02-28,0
10447,AW00021446,Jeremy Barnes,77,50 And Above,New,1,55,55,55,2,539,153,2013-05-09,0
10448,AW00021447,Anthony Harris,78,50 And Above,New,1,22,22,22,1,174,151,2013-07-10,0
10449,AW00021448,Jenna Nelson,78,50 And Above,New,1,564,564,564,2,362,157,2013-01-20,0
10450,AW00021449,Devon Raheem,78,50 And Above,New,1,15,15,15,2,399,153,2013-05-19,0
10451,AW00021450,Nathan Bryant,77,50 And Above,New,1,60,60,60,2,536,148,2013-10-29,0
10452,AW00021451,Jocelyn Ross,76,50 And Above,New,1,24,24,24,3,565,152,2013-06-24,0
10453,AW00021452,Seth Bailey,77,50 And Above,New,1,50,50,50,3,645,152,2013-06-29,0
10454,AW00021453,Wayne Deng,71,50 And Above,New,1,37,37,37,3,573,155,2013-03-08,0
10455,AW00021454,Alvin Goldstein,77,50 And Above,New,1,10,10,10,1,104,148,2013-10-29,0
10456,AW00021455,Samuel Shan,75,50 And Above,New,1,15,15,15,2,399,153,2013-05-12,0
10457,AW00021456,Dalton Gonzales,76,50 And Above,New,1,104,104,104,4,918,153,2013-05-07,0
10458,AW00021457,Jamie Serrano,75,50 And Above,New,1,70,70,70,3,646,149,2013-09-27,0
10459,AW00021458,Carson Price,70,50 And Above,New,1,50,50,50,3,644,152,2013-06-15,0
10460,AW00021459,Luis Alexander,75,50 And Above,New,1,15,15,15,2,399,156,2013-02-15,0
10461,AW00021460,Jack Carter,75,50 And Above,New,1,15,15,15,2,399,151,2013-07-22,0
10462,AW00021461,Elizabeth Simmons,76,50 And Above,New,1,142,142,142,2,434,148,2013-10-30,0
10463,AW00021462,Katelyn Nelson,75,50 And Above,New,1,50,50,50,3,645,146,2013-12-18,0
10464,AW00021463,Logan Roberts,75,50 And Above,New,1,24,24,24,3,565,150,2013-08-07,0
10465,AW00021464,Miguel Griffin,76,50 And Above,New,1,77,77,77,2,421,147,2013-11-21,0
10466,AW00021465,Austin Shan,75,50 And Above,New,1,575,575,575,2,373,157,2013-01-10,0
10467,AW00021466,Austin Jones,75,50 And Above,New,1,556,556,556,4,787,157,2013-01-23,0
10468,AW00021467,David Harris,74,50 And Above,New,1,24,24,24,3,565,149,2013-09-18,0
10469,AW00021468,Ethan Yang,74,50 And Above,New,1,65,65,65,2,351,149,2013-09-13,0
10470,AW00021469,Caitlin Bell,73,50 And Above,New,1,589,589,589,4,775,157,2013-01-10,0
10471,AW00021470,Stephanie Jenkins,74,50 And Above,New,1,563,563,563,4,692,157,2013-01-18,0
10472,AW00021471,Marcus Carter,74,50 And Above,New,1,32,32,32,2,278,154,2013-04-04,0
10473,AW00021472,Patrick Ward,73,50 And Above,New,1,50,50,50,3,644,155,2013-03-05,0
10474,AW00021473,Stacy Rubio,72,50 And Above,New,1,79,79,79,3,691,149,2013-09-16,0
10475,AW00021474,Lucas Gray,72,50 And Above,New,1,45,45,45,2,348,156,2013-02-24,0
10476,AW00021475,Cassidy Alexander,67,50 And Above,New,1,1147,1147,1147,3,676,148,2013-10-28,0
10477,AW00021476,Hunter Jenkins,72,50 And Above,New,1,1197,1197,1197,5,948,148,2013-10-23,0
10478,AW00021477,Katelyn Watson,73,50 And Above,New,1,24,24,24,3,565,152,2013-06-21,0
10479,AW00021478,Abigail Reed,72,50 And Above,New,1,1155,1155,1155,2,375,148,2013-10-13,0
10480,AW00021479,Noah Foster,73,50 And Above,New,1,1149,1149,1149,3,707,148,2013-10-22,0
10481,AW00021480,Alfredo Martin,72,50 And Above,New,1,40,40,40,2,534,146,2013-12-26,0
10482,AW00021481,Jose Diaz,72,50 And Above,New,1,10,10,10,1,104,149,2013-09-07,0
10483,AW00021482,Haley Flores,71,50 And Above,New,1,1129,1129,1129,2,236,149,2013-09-29,0
10484,AW00021483,Michelle Bailey,72,50 And Above,New,1,1205,1205,1205,3,624,148,2013-10-16,0
10485,AW00021484,Abigail Coleman,55,50 And Above,New,1,1120,1120,1120,1,132,148,2013-10-09,0
10486,AW00021485,Brandon Clark,55,50 And Above,New,1,1149,1149,1149,3,709,148,2013-10-20,0
10487,AW00021486,Suzanne Gao,71,50 And Above,New,1,1155,1155,1155,2,374,149,2013-09-29,0
10488,AW00021487,Jacqueline Ramirez,72,50 And Above,New,1,549,549,549,2,233,157,2013-01-16,0
10489,AW00021488,Madison Henderson,71,50 And Above,New,1,639,639,639,5,1023,157,2013-01-12,0
10490,AW00021489,Neil Gutierrez,70,50 And Above,New,1,7,7,7,2,548,149,2013-09-08,0
10491,AW00021490,Cole Ward,70,50 And Above,New,1,7,7,7,2,548,147,2013-11-23,0
10492,AW00021491,Joseph Lewis,65,50 And Above,New,1,1174,1174,1174,2,407,148,2013-10-13,0
10493,AW00021492,Robert Jai,70,50 And Above,New,1,15,15,15,2,399,153,2013-05-31,0
10494,AW00021493,Carson Coleman,70,50 And Above,New,1,69,69,69,3,677,146,2013-12-13,0
10495,AW00021494,Kayla Gonzales,64,50 And Above,New,1,7,7,7,2,548,150,2013-08-11,0
10496,AW00021495,James Hughes,69,50 And Above,New,1,24,24,24,3,565,146,2013-12-28,0
10497,AW00021496,Nichole Rai,64,50 And Above,New,1,15,15,15,2,399,156,2013-02-23,0
10498,AW00021497,Patrick Cox,64,50 And Above,New,1,89,89,89,4,882,146,2013-12-08,0
10499,AW00021498,Cameron Wilson,64,50 And Above,New,1,135,135,135,3,659,147,2013-11-14,0
10500,AW00021499,Bailey Ramirez,69,50 And Above,New,1,100,100,100,4,893,147,2013-11-03,0
10501,AW00021500,Devin Long,69,50 And Above,New,1,23,23,23,3,567,156,2013-02-18,0
10502,AW00021501,Deb Foster,69,50 And Above,New,2,2661,1330,532,3,480,157,2013-01-09,5
10503,AW00021502,Morgan Clark,63,50 And Above,New,1,50,50,50,3,645,148,2013-10-14,0
10504,AW00021503,Melanie Long,69,50 And Above,New,1,50,50,50,3,643,147,2013-11-20,0
10505,AW00021504,Chloe Torres,69,50 And Above,New,1,1155,1155,1155,2,375,148,2013-10-16,0
10506,AW00021505,Ronald Gonzalez,58,50 And Above,New,1,2355,2355,2355,2,370,147,2013-11-30,0
10507,AW00021506,Randall Gutierrez,58,50 And Above,New,1,2370,2370,2370,4,766,146,2013-12-18,0
10508,AW00021507,Hunter Smith,64,50 And Above,New,1,25,25,25,1,282,156,2013-02-04,0
10509,AW00021508,Suzanne Li,65,50 And Above,Regular,2,3153,1576,242,5,808,146,2013-12-12,13
10510,AW00021509,Michele Lopez,65,50 And Above,Regular,2,3118,1559,239,4,569,146,2013-12-22,13
10511,AW00021510,Carol Perry,66,50 And Above,New,1,129,129,129,5,1233,154,2013-04-02,0
10512,AW00021511,Richard Sanders,61,50 And Above,New,1,32,32,32,3,830,151,2013-07-16,0
10513,AW00021512,Emma Russell,66,50 And Above,New,1,25,25,25,1,282,149,2013-09-24,0
10514,AW00021513,Stacey Xu,77,50 And Above,New,1,120,120,120,4,1064,150,2013-08-20,0
10515,AW00021514,Krystal Zhu,77,50 And Above,New,1,70,70,70,3,817,153,2013-05-31,0
10516,AW00021515,Barbara Yuan,77,50 And Above,New,1,49,49,49,2,517,152,2013-06-06,0
10517,AW00021516,Larry Serrano,77,50 And Above,Regular,2,3102,1551,258,4,600,146,2013-12-11,12
10518,AW00021517,Gerald Subram,76,50 And Above,Regular,2,3173,1586,264,4,693,146,2013-12-01,12
10519,AW00021518,Ruben Madan,75,50 And Above,New,1,144,144,144,5,1303,151,2013-07-20,0
10520,AW00021519,Franklin Becker,76,50 And Above,New,1,70,70,70,3,818,152,2013-06-11,0
10521,AW00021520,Seth Baker,75,50 And Above,New,1,32,32,32,3,830,148,2013-10-31,0
10522,AW00021521,Joanna Romero,75,50 And Above,New,1,8,8,8,1,168,150,2013-08-16,0
10523,AW00021522,Morgan Bryant,74,50 And Above,New,1,124,124,124,4,1093,151,2013-07-02,0
10524,AW00021523,Timothy Green,63,50 And Above,New,1,39,39,39,2,563,145,2014-01-28,0
10525,AW00021524,Faith Wood,68,50 And Above,New,1,115,115,115,4,1065,145,2014-01-28,0
10526,AW00021525,Victoria Howard,67,50 And Above,New,1,32,32,32,3,830,156,2013-02-16,0
10527,AW00021526,Jonathon Munoz,51,50 And Above,New,1,30,30,30,1,283,150,2013-08-22,0
10528,AW00021527,Sergio Patel,66,50 And Above,New,1,2295,2295,2295,1,122,146,2013-12-26,0
10529,AW00021528,Jay Moreno,67,50 And Above,New,1,35,35,35,2,572,147,2013-11-27,0
10530,AW00021529,Kristi Martinez,68,50 And Above,New,1,30,30,30,1,283,147,2013-11-24,0
10531,AW00021530,Toni Raman,62,50 And Above,New,1,129,129,129,5,1231,150,2013-08-08,0
10532,AW00021531,Kari Vance,68,50 And Above,New,1,57,57,57,3,746,145,2014-01-22,0
10533,AW00021532,Sierra Turner,68,50 And Above,New,1,2400,2400,2400,5,1013,146,2013-12-23,0
10534,AW00021533,Gilbert Tang,57,50 And Above,New,1,40,40,40,4,998,151,2013-07-04,0
10535,AW00021534,Warren Rai,63,50 And Above,New,2,1622,811,811,5,974,157,2013-01-02,2
10536,AW00021535,Alfredo Sandberg,64,50 And Above,New,1,70,70,70,3,816,147,2013-11-13,0
10537,AW00021536,Billy Rubio,70,50 And Above,New,1,79,79,79,4,983,149,2013-09-18,0
10538,AW00021537,Gloria Navarro,70,50 And Above,New,1,2320,2320,2320,1,123,146,2013-12-09,0
10539,AW00021538,Tara Luo,71,50 And Above,New,1,2370,2370,2370,4,767,146,2013-12-20,0
10540,AW00021539,Phillip Raman,60,50 And Above,New,1,35,35,35,2,572,149,2013-09-27,0
10541,AW00021540,Ross Rubio,71,50 And Above,New,2,1602,801,228,3,404,151,2013-07-09,7
10542,AW00021541,Daisy Gutierrez,60,50 And Above,New,1,150,150,150,3,831,149,2013-09-06,0
10543,AW00021542,Patricia Vance,72,50 And Above,New,1,2330,2330,2330,2,365,146,2013-12-08,0
10544,AW00021543,Naomi Romero,66,50 And Above,New,1,37,37,37,3,831,151,2013-07-28,0
10545,AW00021544,Gary Moreno,55,50 And Above,New,1,30,30,30,2,571,147,2013-11-07,0
10546,AW00021545,Michele Schmidt,71,50 And Above,New,2,1631,815,233,4,598,151,2013-07-04,7
10547,AW00021546,Cory Garcia,73,50 And Above,New,1,5,5,5,1,295,149,2013-09-30,0
10548,AW00021547,Brad Raje,56,50 And Above,New,1,73,73,73,4,987,150,2013-08-30,0
10549,AW00021548,Christy Chander,67,50 And Above,New,1,37,37,37,3,744,149,2013-09-19,0
10550,AW00021549,Jerome Ruiz,63,50 And Above,New,1,99,99,99,4,957,155,2013-03-04,0
10551,AW00021550,Kara Deng,68,50 And Above,New,1,59,59,59,2,570,150,2013-08-09,0
10552,AW00021551,Elijah Butler,45,40-49,New,1,30,30,30,1,283,150,2013-08-02,0
10553,AW00021552,Francis Alvarez,45,40-49,Regular,2,4625,2312,243,2,281,149,2013-09-20,19
10554,AW00021553,Allen Suri,45,40-49,Regular,2,4667,2333,245,4,734,149,2013-09-05,19
10555,AW00021554,Molly Rana,47,40-49,New,1,75,75,75,3,819,150,2013-08-25,0
10556,AW00021555,Jarrod Madan,47,40-49,Regular,2,4716,2358,248,5,1137,149,2013-09-12,19
10557,AW00021556,Gloria Serrano,47,40-49,Regular,2,4930,2465,259,4,713,149,2013-09-13,19
10558,AW00021557,Kate Lal,47,40-49,Regular,2,4886,2443,257,2,191,149,2013-09-23,19
10559,AW00021558,Nicole Coleman,42,40-49,Regular,2,4919,2459,258,3,478,149,2013-09-06,19
10560,AW00021559,Pedro Malhotra,48,40-49,Regular,2,4900,2450,257,4,589,149,2013-09-17,19
10561,AW00021560,Kristopher Lopez,47,40-49,Regular,2,4703,2351,247,5,979,149,2013-09-15,19
10562,AW00021561,Albert Navarro,49,40-49,Regular,2,4947,2473,260,5,999,150,2013-08-29,19
10563,AW00021562,Drew Jai,43,40-49,Regular,2,4633,2316,243,3,452,148,2013-10-14,19
10564,AW00021563,Carla Mehta,49,40-49,New,1,40,40,40,2,573,155,2013-03-01,0
10565,AW00021564,Erica Liu,49,40-49,New,1,75,75,75,3,817,153,2013-05-10,0
10566,AW00021565,Sheena Shan,43,40-49,New,1,49,49,49,3,852,156,2013-02-17,0
10567,AW00021566,Jermaine Garcia,49,40-49,New,1,42,42,42,3,832,156,2013-02-24,0
10568,AW00021567,Candace Sanchez,44,40-49,Regular,2,4973,2486,261,5,1016,148,2013-10-26,19
10569,AW00021568,Jacquelyn Hernandez,49,40-49,Regular,2,4660,2330,245,4,829,148,2013-10-28,19
10570,AW00021569,Brendan Rai,45,40-49,Regular,2,4959,2479,261,6,1069,148,2013-10-21,19
10571,AW00021570,Barry KovΓö£├¡r,51,50 And Above,Regular,2,4706,2353,247,6,1387,148,2013-10-27,19
10572,AW00021571,Darryl Yang,51,50 And Above,Regular,2,4625,2312,256,2,278,149,2013-09-30,18
10573,AW00021572,Randall Ramos,44,40-49,Regular,2,4660,2330,245,3,529,148,2013-10-23,19
10574,AW00021573,Jimmy Munoz,51,50 And Above,New,1,62,62,62,3,747,150,2013-08-09,0
10575,AW00021574,Fernando Lewis,56,50 And Above,New,1,124,124,124,5,1126,156,2013-02-12,0
10576,AW00021575,Justin Foster,64,50 And Above,New,1,549,549,549,2,231,158,2012-12-30,0
10577,AW00021576,Benjamin Gonzales,64,50 And Above,New,1,549,549,549,2,233,157,2013-01-25,0
10578,AW00021577,Tiffany Ma,87,50 And Above,New,1,40,40,40,2,534,146,2013-12-03,0
10579,AW00021578,Jordan Green,76,50 And Above,New,1,17,17,17,3,658,150,2013-08-26,0
10580,AW00021579,Wyatt Jackson,86,50 And Above,New,1,15,15,15,2,399,152,2013-06-03,0
10581,AW00021580,Mariah Ward,57,50 And Above,New,1,45,45,45,4,741,152,2013-06-11,0
10582,AW00021581,Rachel Russell,57,50 And Above,New,1,24,24,24,2,433,156,2013-02-06,0
10583,AW00021582,Amber Roberts,43,40-49,New,2,2638,1319,376,5,894,153,2013-05-02,7
10584,AW00021583,Jaclyn Lal,49,40-49,New,1,1214,1214,1214,4,790,148,2013-10-16,0
10585,AW00021584,Gavin Bryant,49,40-49,New,1,1155,1155,1155,2,377,148,2013-10-07,0
10586,AW00021585,Trinity Gray,49,40-49,New,1,1179,1179,1179,3,610,148,2013-10-26,0
10587,AW00021586,Stephanie Foster,48,40-49,New,1,1120,1120,1120,1,134,148,2013-10-23,0
10588,AW00021587,Jenna Roberts,43,40-49,New,1,1155,1155,1155,2,378,148,2013-10-28,0
10589,AW00021588,Theodore Martin,49,40-49,New,1,1174,1174,1174,2,409,147,2013-11-10,0
10590,AW00021589,Vanessa Coleman,51,50 And Above,New,2,2589,1294,323,2,249,153,2013-05-19,8
10591,AW00021590,Taylor Gonzales,50,50 And Above,New,1,1169,1169,1169,4,778,147,2013-11-10,0
10592,AW00021591,Clayton Goel,50,50 And Above,New,1,70,70,70,3,646,146,2013-12-22,0
10593,AW00021592,Christina Reed,51,50 And Above,New,1,24,24,24,3,565,148,2013-10-27,0
10594,AW00021593,Marcus Roberts,51,50 And Above,New,1,1155,1155,1155,2,379,147,2013-11-06,0
10595,AW00021594,Brianna Moore,41,40-49,New,1,1169,1169,1169,3,654,147,2013-11-06,0
10596,AW00021595,Juan Ward,44,40-49,New,2,2649,1324,378,5,1070,153,2013-05-11,7
10597,AW00021596,Luke Wright,49,40-49,New,1,1155,1155,1155,2,378,147,2013-11-21,0
10598,AW00021597,Jose Jones,44,40-49,New,1,561,561,561,2,412,157,2013-01-19,0
10599,AW00021598,Chloe Perez,46,40-49,New,1,1120,1120,1120,1,132,147,2013-11-14,0
10600,AW00021599,Sara Lopez,46,40-49,New,1,1170,1170,1170,2,383,147,2013-11-05,0
10601,AW00021600,Alexa Bell,53,50 And Above,New,1,563,563,563,3,672,158,2012-12-31,0
10602,AW00021601,Jacqueline Bell,47,40-49,New,1,589,589,589,4,938,156,2013-02-20,0
10603,AW00021602,Manuel Malhotra,52,50 And Above,New,1,549,549,549,2,232,156,2013-02-05,0
10604,AW00021603,Seth Barnes,53,50 And Above,New,1,567,567,567,4,962,156,2013-02-03,0
10605,AW00021604,Melanie Howard,54,50 And Above,New,1,1179,1179,1179,3,610,147,2013-11-14,0
10606,AW00021605,Brittney Ye,51,50 And Above,New,1,1179,1179,1179,3,546,147,2013-11-04,0
10607,AW00021606,Connor Roberts,45,40-49,New,1,1155,1155,1155,2,378,147,2013-11-06,0
10608,AW00021607,Bryce Torres,51,50 And Above,New,1,1120,1120,1120,1,134,147,2013-11-12,0
10609,AW00021608,David Griffin,45,40-49,New,1,575,575,575,2,375,156,2013-02-22,0
10610,AW00021609,Tabitha Blanco,50,50 And Above,New,1,554,554,554,3,529,156,2013-02-04,0
10611,AW00021610,Caleb Edwards,45,40-49,New,1,549,549,549,2,294,156,2013-02-27,0
10612,AW00021611,Ethan Wilson,51,50 And Above,New,1,618,618,618,4,821,156,2013-02-24,0
10613,AW00021612,Spencer Foster,54,50 And Above,New,1,15,15,15,2,399,151,2013-07-15,0
10614,AW00021613,Caleb Powell,54,50 And Above,New,2,2610,1305,326,3,533,152,2013-06-19,8
10615,AW00021614,William Thomas,53,50 And Above,New,2,2589,1294,369,2,248,152,2013-06-18,7
10616,AW00021615,Grace Torres,54,50 And Above,New,1,1155,1155,1155,2,378,147,2013-11-04,0
10617,AW00021616,Carson Wood,54,50 And Above,New,1,69,69,69,3,676,154,2013-04-17,0
10618,AW00021617,Jennifer Miller,44,40-49,New,1,15,15,15,2,399,145,2014-01-20,0
10619,AW00021618,Elijah Carter,49,40-49,New,2,2611,1305,870,3,403,156,2013-02-01,3
10620,AW00021619,Angela Patterson,55,50 And Above,New,1,556,556,556,4,785,156,2013-02-17,0
10621,AW00021620,Mariah Brooks,40,40-49,New,2,2620,1310,327,3,355,152,2013-06-27,8
10622,AW00021621,Jordan Parker,46,40-49,New,2,2616,1308,327,5,1083,151,2013-07-06,8
10623,AW00021622,Ethan Winston,52,50 And Above,New,2,2612,1306,261,5,930,149,2013-09-15,10
10624,AW00021623,Connor Diaz,52,50 And Above,New,1,10,10,10,1,104,146,2013-12-17,0
10625,AW00021624,Faith Price,52,50 And Above,New,1,50,50,50,3,644,153,2013-05-10,0
10626,AW00021625,Jennifer Hall,51,50 And Above,New,1,69,69,69,3,674,150,2013-08-11,0
10627,AW00021626,Brianna Garcia,46,40-49,New,1,135,135,135,3,659,149,2013-09-11,0
10628,AW00021627,Bailey Roberts,46,40-49,New,1,17,17,17,3,658,152,2013-06-25,0
10629,AW00021628,Kelli Xu,55,50 And Above,New,1,78,78,78,4,840,149,2013-09-05,0
10630,AW00021629,Thomas Thomas,50,50 And Above,New,2,2624,1312,238,3,495,148,2013-10-20,11
10631,AW00021630,Faith Jenkins,50,50 And Above,New,1,15,15,15,2,399,156,2013-02-13,0
10632,AW00021631,Martin Sanchez,50,50 And Above,New,1,7,7,7,2,548,151,2013-07-14,0
10633,AW00021632,Jaclyn Liang,55,50 And Above,New,1,15,15,15,2,399,154,2013-04-09,0
10634,AW00021633,Cameron Zhang,55,50 And Above,New,1,65,65,65,2,351,155,2013-03-23,0
10635,AW00021634,Arianna Cook,50,50 And Above,New,1,50,50,50,3,643,149,2013-09-19,0
10636,AW00021635,Christian Lewis,50,50 And Above,New,1,74,74,74,4,813,152,2013-06-21,0
10637,AW00021636,Katherine Rivera,55,50 And Above,New,1,15,15,15,2,399,151,2013-07-25,0
10638,AW00021637,Richard Lewis,46,40-49,New,1,1155,1155,1155,2,375,147,2013-11-13,0
10639,AW00021638,Olivia Harris,56,50 And Above,New,1,1170,1170,1170,2,382,147,2013-11-07,0
10640,AW00021639,Anthony Wilson,51,50 And Above,New,1,10,10,10,1,104,150,2013-08-11,0
10641,AW00021640,Charles Cooper,57,50 And Above,New,1,124,124,124,4,924,151,2013-07-20,0
10642,AW00021641,Kaylee Perez,45,40-49,New,1,1120,1120,1120,1,130,147,2013-11-27,0
10643,AW00021642,Alexandra Rodriguez,57,50 And Above,New,2,2620,1310,238,3,356,148,2013-10-17,11
10644,AW00021643,Wyatt Diaz,56,50 And Above,New,1,1170,1170,1170,2,381,147,2013-11-25,0
10645,AW00021644,Sydney Howard,57,50 And Above,New,1,1145,1145,1145,2,420,147,2013-11-22,0
10646,AW00021645,Spencer Alexander,56,50 And Above,New,1,1183,1183,1183,3,572,147,2013-11-12,0
10647,AW00021646,Luis Bryant,58,50 And Above,New,1,563,563,563,3,671,156,2013-02-18,0
10648,AW00021647,Blake Brown,58,50 And Above,New,1,609,609,609,4,776,156,2013-02-10,0
10649,AW00021648,Ronnie Sun,57,50 And Above,New,1,549,549,549,2,293,156,2013-02-13,0
10650,AW00021649,Keith Nara,57,50 And Above,New,1,554,554,554,3,526,156,2013-02-18,0
10651,AW00021650,Cedric Zeng,57,50 And Above,New,1,554,554,554,3,527,156,2013-02-15,0
10652,AW00021651,Sean Cooper,57,50 And Above,New,1,609,609,609,4,775,155,2013-03-10,0
10653,AW00021652,Julia Bell,52,50 And Above,New,2,2646,1323,882,4,647,157,2013-01-30,3
10654,AW00021653,Jose Anderson,58,50 And Above,New,1,589,589,589,4,771,155,2013-03-29,0
10655,AW00021654,Aidan Barnes,57,50 And Above,New,1,604,604,604,4,776,155,2013-03-16,0
10656,AW00021655,Zachary Bryant,52,50 And Above,New,2,2648,1324,882,4,642,155,2013-03-24,3
10657,AW00021656,Hannah Hayes,58,50 And Above,New,1,57,57,57,2,418,150,2013-08-16,0
10658,AW00021657,Sara Green,58,50 And Above,New,1,15,15,15,2,399,154,2013-04-22,0
10659,AW00021658,Jocelyn Powell,57,50 And Above,New,2,2641,1320,264,4,702,148,2013-10-12,10
10660,AW00021659,Gabrielle Jenkins,58,50 And Above,Regular,2,4143,2071,121,4,721,147,2013-11-04,34
10661,AW00021660,Allison Watson,57,50 And Above,New,1,1134,1134,1134,3,532,147,2013-11-21,0
10662,AW00021661,Terry Champion,42,40-49,New,1,59,59,59,2,573,152,2013-06-27,0
10663,AW00021662,Orlando MuΓö£ΓûÆoz,49,40-49,New,1,21,21,21,1,285,154,2013-04-22,0
10664,AW00021663,Kenneth Goel,48,40-49,New,1,40,40,40,2,539,150,2013-08-19,0
10665,AW00021664,Edwin Yuan,49,40-49,New,1,60,60,60,3,821,147,2013-11-03,0
10666,AW00021665,Karl Jai,47,40-49,New,1,554,554,554,3,529,154,2013-04-21,0
10667,AW00021666,Leslie Jimenez,47,40-49,New,1,828,828,828,3,532,149,2013-09-24,0
10668,AW00021667,Crystal Zhang,48,40-49,New,1,819,819,819,2,365,148,2013-10-02,0
10669,AW00021668,Christina Rogers,47,40-49,New,2,2519,1259,419,3,428,152,2013-06-21,6
10670,AW00021669,Jessica Rodriguez,48,40-49,New,2,2484,1242,310,2,172,151,2013-07-23,8
10671,AW00021670,Benjamin Lal,43,40-49,New,1,147,147,147,4,1094,149,2013-09-11,0
10672,AW00021671,Nicolas Jai,48,40-49,New,1,629,629,629,4,995,154,2013-04-20,0
10673,AW00021672,Craig Gomez,49,40-49,New,1,1155,1155,1155,2,375,146,2013-12-26,0
10674,AW00021673,JΓö£ΓîÉsus Gill,48,40-49,New,1,639,639,639,5,1022,154,2013-04-28,0
10675,AW00021674,Jada Morris,50,50 And Above,New,1,5,5,5,1,295,148,2013-10-28,0
10676,AW00021675,Adriana Rana,50,50 And Above,New,1,99,99,99,4,1059,145,2014-01-15,0
10677,AW00021676,Valerie Guo,49,40-49,New,1,23,23,23,2,544,146,2013-12-28,0
10678,AW00021677,Cedric Chander,49,40-49,New,1,21,21,21,1,285,148,2013-10-29,0
10679,AW00021678,Alvin Tang,49,40-49,New,1,43,43,43,3,740,155,2013-03-09,0
10680,AW00021679,Drew Yuan,49,40-49,New,1,1701,1701,1701,1,138,151,2013-07-13,0
10681,AW00021680,Ricky Torres,44,40-49,New,1,49,49,49,3,705,155,2013-03-06,0
10682,AW00021681,Casey Ortega,50,50 And Above,New,1,799,799,799,3,461,148,2013-10-17,0
10683,AW00021682,Katrina Goel,49,40-49,New,1,7,7,7,2,550,148,2013-10-05,0
10684,AW00021683,Henry Suri,44,40-49,New,1,1779,1779,1779,3,648,151,2013-07-01,0
